Id,Label,Publication,V,P,DOI,Title,Publication_Year,Document_Type,WoS_ID,Citation_context,Explanans,Explanadum,Combined_Title_Classification,Serum_cholesterol _(SC),Blood_Pressure_(BP),Coffee_(C) ,Diet_(D),Smoking_(S),Alcohol_(A),Physical_Activity_(PA),Body_Fatness_(BF),Indegree,Outdegree,Main_component,Cluster,Cluster_Name
422,FRANKLIN SS, MED CLIN N AM, V67, P395, 10.1016/S0025-7125(16)31211-1,GERIATRIC HYPERTENSION,1983,Review,WOS:A1983QH03300010,Yes,UNSPECIFIED,HYPERTENSION,HYPERTENSION,,BP,,,,,,,0,3,Yes,0,Serum cholesterol and Unspecified CHD 
423,FRIEDMAN GD, PREV MED, V12, P533, 10.1016/0091-7435(83)90207-4,"PSYCHOLOGICAL QUESTIONNAIRE SCORE, CIGARETTE-SMOKING, AND MYOCARDIAL-INFARCTION - A CONTINUING ENIGMA",1983,Article,WOS:A1983RE52900005,Yes,PSYCHOSOCIAL|SMOKING,CHD,PSYCHOSOCIAL|SMOKING,,,,,,,,,0,3,Yes,6,Alcohol 
424,GORDON T, AM HEART J, V105, P667, 10.1016/0002-8703(83)90492-1,DRINKING HABITS AND CARDIOVASCULAR-DISEASE - THE FRAMINGHAM-STUDY,1983,Article,WOS:A1983QJ63500019,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,0,9,Yes,6,Alcohol 
425,KLEVAY LM, BIOL TRACE ELEM RES, V5, P245, 10.1007/BF02987211,COPPER AND ISCHEMIC-HEART-DISEASE,1983,Article,WOS:A1983RU49100002,Yes,DIET,CHD,DIET,,,,D,,,,,0,11,Yes,3,Diet 
426,KROMHOUT D, AM J CLIN NUTR, V37, P287,,CHANGES IN ENERGY AND MACRONUTRIENTS IN 871 MIDDLE-AGED MEN DURING 10 YEARS OF FOLLOW-UP (THE ZUTPHEN STUDY),1983,Article,WOS:A1983QB70100017,Yes,DIET,CHD,DIET,,,,,,,,,0,3,Yes,0,Serum cholesterol and Unspecified CHD 
427,RIGOTTI NA, ANNU REV MED, V34, P391, 10.1146/ANNUREV.ME.34.020183.002135,EXERCISE AND CORONARY HEART-DISEASE,1983,Review,WOS:A1983QJ82600031,Yes,EXERCISE,CHD,EXERCISE,,,,,,,PA,,0,7,Yes,5,Physical activity 
428,SAMBHI MP, CHEST, V83, P427,,CLONIDINE MONOTHERAPY IN MILD HYPERTENSION,1983,Article,WOS:A1983QA27800052,Yes,CLONIDINE,HYPERTENSION,HYPERTENSION,,BP,,,,,,,0,1,No,,
429,SHEKELLE RB, PSYCHOSOM MED, V45, P109, 10.1097/00006842-198305000-00003,"HOSTILITY, RISK OF CORONARY HEART-DISEASE, AND MORTALITY",1983,Article,WOS:A1983QV20600002,Yes,PSYCHOSOCIAL,CHD,PSYCHOSOCIAL,,,,,,,,,0,3,Yes,4,Body fatness and Unspecified CHD 
430,STALLONES RA, ANNU REV NUTR, V3, P155, 10.1146/ANNUREV.NU.03.070183.001103,ISCHEMIC-HEART-DISEASE AND LIPIDS IN BLOOD AND DIET,1983,Review,WOS:A1983RA31600007,Yes,DIET|BLOOD LIPIDS,CHD,DIET|BLOOD LIPIDS,,,,,,,,,0,16,Yes,3,Diet 
431,PATEL VK, J ENVIRON BIOL, V4, P51,,LONG-TERM COFFEE AND TEA ADMINISTRATION EFFECTS IN RATS,1983,Article,WOS:A1983QM86600002,Inaccessible,,,,,,,,,,,,0,4,Yes,2,Caffeine 
432,KRAMER HJ, Z ERNAHRUNGSWISS, V23, P1,,REFERENCE VALUES FOR BODY-FAT CONTENT AS A MEASURE FOR DESIRABLE BODY-FAT CONTENT,1984,Article,WOS:A1984SK67500001,Foreign,,,,,,,,,,,,0,1,No,,
433,SPYCKERELLE Y, COEUR-REV CARD MED-C, V15, P715,,THE CARDIOVASCULAR RISK-FACTORS IN CHILDREN AND ADOLESCENTS - REVIEW OF LITERATURE,1984,Review,WOS:A1984ACV3800001,Foreign,,,,,,,,,,,,0,15,Yes,0,Serum cholesterol and Unspecified CHD 
434,DOBSON HM, SCOT MED J, V29, P176, 10.1177/003693308402900308,THE EFFECT OF ASCORBIC-ACID ON THE SEASONAL-VARIATIONS IN SERUM-CHOLESTEROL LEVELS,1984,Article,WOS:A1984SZ25500008,Yes,DIET,BLOOD LIPIDS,DIET|BLOOD LIPIDS,,,,,,,,,0,1,No,,
435,HANKIN JH, J NATL CANCER I, V73, P1417,,DIETARY HISTORY METHODS FOR EPIDEMIOLOGIC STUDIES - APPLICATION IN A CASE CONTROL STUDY OF VITAMIN-A AND LUNG-CANCER,1984,Article,WOS:A1984AAG8700023,Yes,DIET,CANCER,DIET,,,,,,,,,0,2,Yes,3,Diet 
436,HUBERT HB, INT J CARDIOL, V6, P268, 10.1016/0167-5273(84)90366-8,THE NATURE OF THE RELATIONSHIP BETWEEN OBESITY AND CARDIOVASCULAR-DISEASE,1984,Note,WOS:A1984TD16700021,Yes,BODY WEIGHT,CHD,BODY WEIGHT,,,,,,,,BF,0,9,Yes,4,Body fatness and Unspecified CHD 
437,KRISHNA KP, INDIAN J SOC WORK, V44, P337,,RESEARCH ON TOBACCO SMOKING IN INDIA,1984,Article,WOS:A1984SJ32400001,Yes,SMOKING,UNSPECIFIED,SMOKING,,,,,,,,,0,2,Yes,5,Physical activity 
438,LARBI EB, PUBLIC HEALTH REP, V99, P316,,THE POPULATION ATTRIBUTABLE RISK OF HYPERTENSION FROM HEAVY ALCOHOL-CONSUMPTION,1984,Article,WOS:A1984SX73200025,Yes,ALCOHOL,HYPERTENSION,ALCOHOL|HYPERTENSION,,,,,,,,,0,7,Yes,6,Alcohol 
439,LIEBER CS, ALCOHOL CLIN EXP RES, V8, P409, 10.1111/J.1530-0277.1984.TB05689.X,ETHANOL AND LIPIDS,1984,Review,WOS:A1984TF45000013,Yes,ALCOHOL,BLOOD LIPIDS,ALCOHOL|BLOOD LIPIDS,,,,,,A,,,0,7,Yes,6,Alcohol 
440,OCHI T, JPN CIRC J, V48, P1299, 10.1253/JCJ.48.1299,NONINVASIVE EVALUATION OF LEFT-VENTRICULAR FUNCTION BY SYSTOLIC-TIME INTERVALS IN ESSENTIAL-HYPERTENSION WITH ANGINA-PECTORIS,1984,Article,WOS:A1984AAH2500002,Yes,HYPERTENSION,CHD,HYPERTENSION,,BP,,,,,,,0,2,Yes,5,Physical activity 
441,PAFFENBARGER RS, PREV MED, V13, P3, 10.1016/0091-7435(84)90037-9,EXERCISE IN THE PREVENTION OF CORONARY HEART-DISEASE,1984,Review,WOS:A1984SN96700002,Yes,EXERCISE,CHD,EXERCISE,,,,,,,PA,,0,8,Yes,5,Physical activity 
442,SIMOPOULOS AP, ANN INTERN MED, V100, P285, 10.7326/0003-4819-100-2-285,"BODY-WEIGHT, HEALTH, AND LONGEVITY",1984,Article,WOS:A1984SB92600024,Yes,BODY WEIGHT,UNSPECIFIED,BODY WEIGHT,,,,,,,,,0,6,Yes,4,Body fatness and Unspecified CHD 
443,VERNON SW, AM J EPIDEMIOL, V119, P99, 10.1093/OXFORDJOURNALS.AJE.A113731,ETHNIC STATUS AND PARTICIPATION IN LONGITUDINAL HEALTH SURVEYS,1984,Article,WOS:A1984RY90900011,Yes,ETHNICITY,STUDY PARTICIPATION,,,,,,,,,,0,2,No,,
444,ASHLEY MJ, RES ADV ALCOHOL DRUG, V8, P99,,ALCOHOL-CONSUMPTION AND ISCHEMIC HEART-DISEASE - THE EPIDEMIOLOGIC EVIDENCE,1984,Article,WOS:A1984ARZ0600004,Inaccessible,,,,,,,,,,,,0,22,Yes,6,Alcohol 
445,KANNEL WB, AM J CARDIOL, V29, P154, 10.1016/0002-9149(72)90624-8,NATURAL-HISTORY OF ANGINA-PECTORIS IN FRAMINGHAM STUDY - PROGNOSIS AND SURVIVAL,1972,Article,WOS:A1972L619300002,Yes,UNSPECIFIED,CHD,Unspecified CHD,,,,,,,,,5,1,Yes,1,Blood pressure and Unspecified CHD 
446,GEORGIOU V, HERZ KREISLAUF, V10, P279,,LONG-TERMï¿½PROGNOSISï¿½OFï¿½CORONARY-ARTERYï¿½DISEASEï¿½INï¿½YOUNGï¿½HOSPITALIZED-PATIENTS,1978,Article,WOS:A1978FE56900003,Foreign,,,,,,,,,,,,0,2,Yes,1,Blood pressure and Unspecified CHD 
447,VESSEY MP, LANCET, V2, P1278,,COFFEE DRINKING AND ACUTE MYOCARDIAL-INFARCTION - REPORT FROM BOSTON COLLABORATIVE DRUG SURVEILLANCE PROGRAM,1972,Article,WOS:A1972O194100002,Yes,CAFFEINE,CHD,CAFFEINE,,,C,,,,,,4,8,Yes,2,Caffeine 
